body,rate,likes,dislikes,created_at,is_buyer,product_id,clean_body,word_count,char_len,unique_word_ratio,emoji_count,hour,dayofweek,iso_score,lof_score,knn_dist,ensemble_score,ocsvm_score,ae_score,threshold_Isolation,is_outlier_Isolation,threshold_LOF,is_outlier_LOF,threshold_KNN,is_outlier_KNN,threshold_Ensemble,is_outlier_Ensemble,threshold_OneClassSVM,is_outlier_OneClassSVM,threshold_Autoencoder,is_outlier_Autoencoder,votes,is_outlier_consensus,explain
"من خودم فن سیتی هستم وقتی بدستم رسید جنس سایز ک دیدم لذت بردم ممنون از دیجی,",5.0,2,0,,True,5927301,من خودم فن سیتی هستم وقتی بدستم رسید جنس سایز ک دیدم لذت بردم ممنون از دیجی,17,75,1.0,0,-1,-1,-0.07898395029873218,-5161120849.465641,4.866918689027668,0.20423008027460185,-16.862565621887672,0.11159425855259167,-0.026092218604481743,0,-5161120849.822901,1,4.837440385719104,1,0.3058137995774459,0,-1.2731907886072822,0,0.0988718018507556,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: LOF، KNN، Autoencoder
"بسیار کیفیت خوبی داره
خوشبو ",5.0,0,0,,True,4798239,بسیار کیفیت خوبی داره خوشبو,5,27,1.0,0,-1,-1,-0.014475338763646817,-5161120851.231578,1.0929163824221508,0.31189605668136006,-2.4676892708797027e-05,0.045052816568692436,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
"سلام
واقعا بسته بندی خیلی بد هست",0.0,0,0,,True,180809,سلام واقعا بسته بندی خیلی بد هست,7,32,1.0,0,-1,-1,-0.01694897306808374,-5161120850.278364,5.783326739990548,0.3580470769912414,-2.340389108433685,0.12531949250176325,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
نسبت به قیمت بد نیست,4.0,0,0,,True,3105897,نسبت به قیمت بد نیست,5,20,1.0,0,-1,-1,-0.027906268154474,0.00013256072998046875,0.6451401064039637,0.31655612127505184,-0.00016191023764555723,0.013483236834153322,-0.026092218604481743,0,-5161120849.822901,1,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: LOF، Ensemble، OneClassSVM
بوی بسیار بد,1.0,0,0,,True,3506505,بوی بسیار بد,3,12,1.0,0,-1,-1,-0.014752396269033852,-5161120850.59278,6.253858224577513,0.36833913255484424,0.00012364990361923844,0.01997313474819744,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (1.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM
در کل خوب و خوشبو است,4.0,0,0,,True,7493027,در کل خوب و خوشبو است,6,21,1.0,0,-1,-1,-0.006689172500193907,-5161120850.711603,6.773276648578563,0.3927598026168366,0.00018339457542992932,0.06748997420126812,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM
با اختلاف بدترین خریدم از دیجی کالا بود,1.0,0,3,,True,7891995,با اختلاف بدترین خریدم از دیجی کالا بود,8,39,1.0,0,-1,-1,-0.009707508301214585,-5161120850.861683,3.363907825325774,0.3480582009202721,9.461733724869248e-05,0.03324030780113812,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (1.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
سلام دوستان من این محصول رو از جای دیگه ای تهیه کردم نه از دیجی کالا . گفتم نظرم رو بنویسم اینجا برای بقیه شاید مفید باشه . من قبلا از هیچ محصول اسکرابی استفاده نمیکردم تنها  سفیدآب و گلاب رو به عنوان اسکراب استفاده می‌کردم که تا حدودی پوستم رو پاکسازی می‌کرد . برای اولین بار تصمیم گرفتم از محصول اسکراب استفاده کنم و این رو خریدم بعد از بخور صورتم این رو زدم و چند دقیقه با فیس واش ماساژ دادم رو پوستم و اصلا صورتم دچار خارش و سوزش نشد وقتی هم که صورتم رو شستم قشنگ پوستم رو سبک کرده بود مثل آیینه شده بود پوستم . بعد از این اومدم از ماسک بلک زدم رو صورتم و بعد که کندمش کل صورتم رو شیو کرد . اصلا انتظار نداشتم و کلی واسم دردسر شد چون مدرسه میرفتم بعدش یه ماسک آبرسان زدم به پوستم . ب قدری پوستم شفاف و صاف شده بود کیف میکردم . اینم بگم دوستان بعد از بخور و .. خصوصا وقتی تازه شروع به رسیدگی به پوستتون میکنین این که  جوش بزنین عادیه . و وقتی دیدید محصولی خوب کار کرد اما جوش زدید بعدش گاهی به معنای بد بودن محصول نیست . چون داره جوش های زیر پوستیتون رو در میاره و پاکسازی میکنه. در آخر بگم این محصول واقعا عالی بود برای پوست معمولی رو به خشک من .,5.0,12,0,,False,6330534,سلام دوستان من این محصول رو از جای دیگه ای تهیه کردم نه از دیجی کالا گفتم نظرم رو بنویسم اینجا برای بقیه شاید مفید باشه من قبلا از هیچ محصول اسکرابی استفاده نمی کردم تنها سفیدآب و گلاب رو به عنوان اسکراب استفاده می کردم که تا حدودی پوستم رو پاکسازی می کرد برای اولین بار تصمیم گرفتم از محصول اسکراب استفاده کنم و این رو خریدم بعد از بخور صورتم این رو زدم و چند دقیقه با فیس واش ماساژ دادم رو پوستم و اصلا صورتم دچار خارش و سوزش نشد وقتی هم که صورتم رو شستم قشنگ پوستم رو سبک کرده بود مثل آیینه شده بود پوستم بعد از این اومدم از ماسک بلک زدم رو صورتم و بعد که کندمش کل صورتم رو شیو کرد اصلا انتظار نداشتم و کلی واسم دردسر شد چون مدرسه می رفتم بعدش یه ماسک آبرسان زدم به پوستم ب قدری پوستم شفاف و صاف شده بود کیف می کردم اینم بگم دوستان بعد از بخور و خصوصا وقتی تازه شروع به رسیدگی به پوستتون میکنین این که جوش بزنین عادیه و وقتی دیدید محصولی خوب کار کرد اما جوش زدید بعدش گاهی به معنای بد بودن محصول نیست چون داره جوش های زیر پوستیتون رو در میاره و پاکسازی میکنه در آخر بگم این محصول واقعا عالی بود برای پوست معمولی رو به خشک من,225,1027,0.5911111111111111,0,-1,-1,-0.006274478417471252,-5161120851.23639,4.29691386867697,0.3663294297665179,0.15881059551979781,0.09949222032632904,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,1,4,1,طول متن غیرمعمول (225 کلمه)؛ امتیاز افراطی (5.0)؛ الگوی تعامل نامتوازن (لایک خیلی بالا نسبت به دیسلایک)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM، Autoencoder
پیشنهاد میکنم👌🏻,4.0,0,0,,True,2607014,پیشنهاد می کنم,3,14,1.0,1,-1,-1,-0.03219500096840788,-5161120851.060752,7.334462470897549,0.3398923823678628,3.3767721066508454,0.10003259923631527,-0.026092218604481743,0,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: KNN، Ensemble، OneClassSVM، Autoencoder
خیلی خوبه و ابرسانی خوبی داره,5.0,0,0,,True,2531561,خیلی خوبه و ابرسانی خوبی داره,6,29,1.0,0,-1,-1,-0.01958239834920039,-5161120851.112115,4.3348036749147365,0.33592573769502554,-0.5446040344893124,0.021273608532488022,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
بوی خوبی داشت,0.0,0,0,,True,2276832,بوی خوبی داشت,3,13,1.0,0,-1,-1,-0.00038878451272589265,-5161120849.974435,2.3225043830543335,0.3581226353309976,0.4884314893488799,0.04091297467264058,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
"من سومین بار هست که دارم می خرم 
و راضی هستم
پوست معمولی دارم اما چون جای خشکی زندگی می کنم زیاد استفاده می کنم و خوب به نظر من خوبه
جذبش خوبه
پوست رو چرب و براق نمی کنه
من روی آبرسان می زنم 
و حس خوشاین لطافت پوستم رو دریافت می کنم
و خوب قیمتش مناسبه 
برای یک محصول ایرانی راضی کننده است",4.0,1,0,,True,7081844,من سومین بار هست که دارم می خرم و راضی هستم پوست معمولی دارم اما چون جای خشکی زندگی می کنم زیاد استفاده می کنم و خوب به نظر من خوبه جذبش خوبه پوست رو چرب و براق نمی کنه من روی آبرسان می زنم و حس خوشاین لطافت پوستم رو دریافت می کنم و خوب قیمتش مناسبه برای یک محصول ایرانی راضی کننده است,65,285,0.7230769230769231,0,-1,-1,-0.025002302461752723,-5161120850.839339,6.077753836258427,0.34265120536378135,-3.9397221692616426,0.1344811665876364,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,4,1,تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
معمولی است.,3.0,0,0,,True,4276561,معمولی است,2,10,1.0,0,-1,-1,-0.0042908258861728,-5161120851.231578,0.0,0.32339598506713063,-0.00036525250909136275,0.03255162696538799,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,طول متن غیرمعمول (2 کلمه)؛ نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
"من بخاطر اینکه توی کیف راحت بزارم خریدم
هم سایزش مناسبه هم بوش خیلی خوبه دوستان نوشتن بوی لیمو بنظرم بوی یاس میده بیشتر ، هم رطوبتش کافیه در کل خیلی راضی هستم",5.0,1,0,,True,3337664,من بخاطر اینکه توی کیف راحت بزارم خریدم هم سایزش مناسبه هم بوش خیلی خوبه دوستان نوشتن بوی لیمو بنظرم بوی یاس میده بیشتر هم رطوبتش کافیه در کل خیلی راضی هستم,32,156,0.875,0,-1,-1,-0.018278321370241657,-5161120850.880143,5.181385732632732,0.3483101193784163,-2.743103523536467,0.053907249998837364,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
واقعا به صرف هست,5.0,0,4,,True,10217415,واقعا به صرف هست,4,16,1.0,0,-1,-1,-0.04715863018838706,-5161120850.642583,8.52053989741567,0.31835387657910497,4.049204080770679,0.0866614931728856,-0.026092218604481743,0,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، OneClassSVM
کتاب در رابطه با نوجوان آمریکایی فرار از مدرسه..,4.0,0,0,,True,962667,کتاب در رابطه با نوجوان آمریکایی فرار از مدرسه,9,46,1.0,0,-1,-1,-0.0060118702200025464,-5161120850.403503,7.65819190780592,0.4041164971423918,0.00011511039581790783,0.0952330065203878,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM
خوب نبود ,1.0,0,4,,True,7417451,خوب نبود,2,8,1.0,0,-1,-1,-0.024495849976126916,-5161120850.721095,3.533686553151726,0.3156844820958484,-0.7406693037566328,0.05176057178483273,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,طول متن غیرمعمول (2 کلمه)؛ نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (1.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
نسبت به قیمتش بد نبود,3.0,0,0,,True,5706108,نسبت به قیمتش بد نبود,5,21,1.0,0,-1,-1,-0.005979741256760207,-5161120851.237309,0.6075897126010975,0.3262047506484944,-0.006191386365264506,0.014008418260440095,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
بخرید حتما خیلی قیمتش خوبه,5.0,0,0,,True,8935991,بخرید حتما خیلی قیمتش خوبه,5,26,1.0,0,-1,-1,-0.01534755114438413,-5161120850.098265,5.045606940324342,0.3535963070218539,-1.2956956507947464,0.08113917111902368,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
برای نظم دادن لوازم کاربردی هست و راضی بودم,4.0,0,0,,True,3747967,برای نظم دادن لوازم کاربردی هست و راضی بودم,9,43,1.0,0,-1,-1,-0.019206896399135587,-5161120850.876475,7.715305811360048,0.37418691719952507,-0.24660167699346403,0.21973454629334344,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,1,5,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM، Autoencoder
"عالیه. بوی  خوبی داره.
",5.0,0,0,,True,582222,عالیه بوی خوبی داره,4,19,1.0,0,-1,-1,-0.0186507214869141,-5161120851.124464,1.8434533424616368,0.310526984747906,-0.5747194826581357,0.011567351130639485,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
کیفیت خوبی داره راضی هستم ولی بوی خوبی ندره.,3.0,0,0,,True,1866587,کیفیت خوبی داره راضی هستم ولی بوی خوبی ندره,9,43,0.8888888888888888,0,-1,-1,-0.023802839164472345,-5161120850.724094,4.977081541610831,0.3332548602602543,-2.6688246181007056,0.10481822657709797,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,4,1,تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
سلام من یک دختر دوازده ساله ام و برا همین نگران بودم سایز ناخنم نباشه اما کلی سایز داشت که هم برای ناخن های بزرگ خویه هم کوچک و هم متوسط و من راضیم و خیلی خوشگل و خوش فرمه و محکمه و نازک,0.0,21,6,,True,7826647,سلام من یک دختر دوازده ساله ام و برا همین نگران بودم سایز ناخنم نباشه اما کلی سایز داشت که هم برای ناخن های بزرگ خویه هم کوچک و هم متوسط و من راضیم و خیلی خوشگل و خوش فرمه و محکمه و نازک,44,186,0.7727272727272727,0,-1,-1,-0.0017828990160210778,-5161120850.983427,8.901001076460918,0.4276579327268841,3.1574439211538907,0.25370451247073134,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,1,5,1,امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM، Autoencoder
عالی پیشنهاد میشه,0.0,0,0,,True,2509477,عالی پیشنهاد میشه,3,17,1.0,0,-1,-1,-0.032900375623325484,6688103328.781478,1.9748706961751528,0.37246546800399366,-0.8737138634344266,0.026072014182415077,-0.026092218604481743,0,-5161120849.822901,1,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: LOF، Ensemble، OneClassSVM
بسیار عالی و جنس فوق العاده,5.0,0,0,,True,2185657,بسیار عالی و جنس فوق العاده,6,27,1.0,0,-1,-1,-0.017391195546508698,-5161120851.037464,6.877959659709364,0.3691304844139662,1.5404363201779567,0.5476124460643357,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,1,5,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM، Autoencoder
نسبت به قیمت مناسب خرید,4.0,0,1,,True,335311,نسبت به قیمت مناسب خرید,5,23,1.0,0,-1,-1,-0.023580133612334908,-5161120849.787643,3.5101935095739956,0.3175455397191463,-3.877591231983912,0.022001629980399024,-0.026092218604481743,1,-5161120849.822901,1,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، Ensemble
باتشکر از برنامه خوبتون,5.0,0,0,,True,8140263,باتشکر از برنامه خوبتون,4,23,1.0,0,-1,-1,-0.014313832794093317,-5161120851.231645,1.0364428045007126,0.31164547463713493,4.337140511445625e-05,0.17880918428781947,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM، Autoencoder
"این مدل رول فاقد المینیوم هست ،بوی خوبی داره
رول های شون عالی هستن
هم مدل المینیوم دار هست که ماندگاری زیادتری دارن نسبت به این مدل
ولی من ترجیحم فاقد المینیوم هست",5.0,0,1,,True,4295397,این مدل رول فاقد المینیوم هست بوی خوبی داره رول های شون عالی هستن هم مدل المینیوم دار هست که ماندگاری زیادتری دارن نسبت به این مدل ولی من ترجیحم فاقد المینیوم هست,33,162,0.7272727272727273,0,-1,-1,-0.02050657101663428,-5161120851.103682,4.588872625185148,0.3365954763599057,-7.663499688826779,0.11154765242842447,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,1,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
"هم ترجمه خوبی داشت
هم صفحه ارایی خوبی داشت",5.0,0,0,,True,3073594,هم ترجمه خوبی داشت هم صفحه ارایی خوبی داشت,9,42,0.6666666666666666,0,-1,-1,-0.009497734701986615,-5161120850.9754,5.831447506773306,0.3758373265367134,-0.8279966191388493,0.05690134986214047,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,4,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM
بسیار خوب و با کیفیت و با قیمت مناسب,0.0,0,0,,True,3968176,بسیار خوب و با کیفیت و با قیمت مناسب,9,36,0.7777777777777778,0,-1,-1,-0.02532904096143368,-5161120850.755207,5.463040820443851,0.33509514585538075,-4.9975909905986065,0.015267590356783161,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,0,0.0988718018507556,0,3,1,امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
به خوبی پوست و ابرسانی و‌تعذیه میکنه ,5.0,0,0,,True,5712200,به خوبی پوست و ابرسانی و تعذیه میکنه,8,36,0.875,0,-1,-1,-0.01945462070576559,-5161120850.881852,4.3033745041865625,0.33587405091359596,-0.2000444535399275,0.064806129015694,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
کیفیت خوبی داشت,4.0,0,0,,True,3243141,کیفیت خوبی داشت,3,15,1.0,0,-1,-1,-0.007856301642121144,-5161120851.231578,0.0,0.3151379022973774,-0.6192671852867022,0.02252417138816732,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
کیفیت خوبی داره راضی ام,4.0,2,0,,True,1489994,کیفیت خوبی داره راضی ام,5,23,1.0,0,-1,-1,-0.005596005034286422,-5161120851.112063,0.81929897232959,0.32943523080956644,-4.418563651142904e-05,0.014231257323653664,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,0,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، OneClassSVM
عالی و به صرفه و به قیمت,4.0,0,0,,True,4841457,عالی و به صرفه و به قیمت,7,24,0.7142857142857143,0,-1,-1,-0.011642049755580641,-5161120850.916327,4.995190188970027,0.3616210507112052,0.0002978027188245136,0.02388163371097524,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,0,4,1,تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM
"من سرم و فوم شستشو صورت بایو رو این مدل(ابی پرنگ) یا همون سری اورژانسی ) که من 5 شنبه رسید دستم که ماسک سالیسیلیک اسید هم گرفته بودم که همه رو باهم استفاده میکنم 😂 ولی تا امروز خوب بوده و جوش های قدیمی زیر پوستی (چند ماهه زیر پوستمه) و بیرون نمیاد رو بیرون اورده که خب ممکنه استفاده کنید شاید فکر کنید به  پوستتون نخورده ولی چند هفته استفاده کنید ببینید نتجه چیه ، من بار اول سرم سفید (اون که بوی گلاب میده)رو داشتم و اصلا قوی نبود ولی این انگار قویه چون از وقتی خریدم دیروز صبج ۹ تا جوش داشتم و شب ۶ تا بود و کلا روزانه انگار هر روز جوش های زیر پوستیم بیرون میاد ولی زود خشک میشه (همون روز تقریبا) 
من اینجوری استفاده میکنم:
اولش صب که بیدار میشم صورتمو با فوم بایو آکوا همون ابی تیره کارتونش شبیه  کارتون همین سرم هستش میشورم و بعدش وقتی صورتم نیمه خیسه حدود ۴ قطره سرم میزنم کل صورتم تا شب ، کل روز هم اگه احساس کنم پوستم یکم آلودگی داره بازم میشورم و این بار ماسک سالیسیلیک اسید میزنم ولی خیلی کم چون صورت چسبناک میشه.
 شب قبل خاب صورتمو میشورم با همین فوم و یکم ماسک سالیسیلیک اسید میزنم و وقتی جذب شد هم سرم ضد جوش رو میزنم و صبح هم دیگه گفتم .
فعلا احساس میکنم یکم توی کم رنگ شدن جوشام تاثیر داشت ولی خب نمیتونم بگم خودش تنهایی برای من تأثیر داشت ،من باهم استفاده کردم . مرسی که خوندین🫶
.
.
.
۸ روز از خریدم گذشته و مثل روزای اول تاثیر نداره دیگه ولی التهابات جوش ها رو خیلی کم کرده  ولی زیر پوستی های سطحی رو داره در میاره
.
.
۱۷ فروردین دستم رسید و الان ۳۱ فروردین هست که  استفاده میکنم ولی قوی نیستن و زیر پوستی ها رو انگار در  میاره ولی خیلی کند پیش میره فقط جای جوش های قرمز رو قهوه ای کرده و کم رنگ تر ولی بد نیست
.
امرزو ۱ خرداد
چی بگم والا، اگه نقطه ای بزنید جوشو خشک میکنه ولی برای جوشای زیر پوستی خیلییی خوب نیست ولی فقططط نقطه ای رو جوش بزنید(جا های قرمز ) ولی خوشا رو خشک میکنه 
.
.
.

18 تیر :
جوش هام وقتی بیرون پوسته این ضد جوش التهاب رو میشه گفت میبره ولی جوش های من کیستی و دکتر گفت پاسچول هستن و با سرم و....  نمیره و باید قرص بخورم ولی اگه جوش های سر سفید دارید و خیلی بزرگ نیستن و توی پوستتون نیست این ضد جوش عالیه🥰",4.0,13,1,,True,5333465,من سرم و فوم شستشو صورت بایو رو این مدل ابی پرنگ یا همون سری اورژانسی که من شنبه رسید دستم که ماسک سالیسیلیک اسید هم گرفته بودم که همه رو باهم استفاده می کنم ولی تا امروز خوب بوده و جوش های قدیمی زیر پوستی چند ماهه زیر پوستمه و بیرون نمیاد رو بیرون اورده که خب ممکنه استفاده کنید شاید فکر کنید به پوستتون نخورده ولی چند هفته استفاده کنید ببینید نتجه چیه من بار اول سرم سفید اون که بوی گلاب میده رو داشتم و اصلا قوی نبود ولی این انگار قویه چون از وقتی خریدم دیروز صبج تا جوش داشتم و شب تا بود و کلا روزانه انگار هر روز جوش های زیر پوستیم بیرون میاد ولی زود خشک میشه همون روز تقریبا من اینجوری استفاده می کنم اولش صب که بیدار میشم صورتمو با فوم بایو آکوا همون ابی تیره کارتونش شبیه کارتون همین سرم هستش میشورم و بعدش وقتی صورتم نیمه خیسه حدود قطره سرم می زنم کل صورتم تا شب کل روز هم اگه احساس کنم پوستم یکم آلودگی داره بازم میشورم و این بار ماسک سالیسیلیک اسید می زنم ولی خیلی کم چون صورت چسبناک میشه شب قبل خاب صورتمو میشورم با همین فوم و یکم ماسک سالیسیلیک اسید می زنم و وقتی جذب شد هم سرم ضد جوش رو می زنم و صبح هم دیگه گفتم فعلا احساس می کنم یکم توی کم رنگ شدن جوشام تاثیر داشت ولی خب نمیتونم بگم خودش تنهایی برای من تأثیر داشت من باهم استفاده کردم مرسی که خوندین روز از خریدم گذشته و مثل روزای اول تاثیر نداره دیگه ولی التهابات جوش ها رو خیلی کم کرده ولی زیر پوستی های سطحی رو داره در میاره فروردین دستم رسید و الان فروردین هست که استفاده می کنم ولی قوی نیستن و زیر پوستی ها رو انگار در میاره ولی خیلی کند پیش میره فقط جای جوش های قرمز رو قهوه ای کرده و کم رنگ تر ولی بد نیست امرزو خرداد چی بگم والا اگه نقطه ای بزنید جوشو خشک میکنه ولی برای جوشای زیر پوستی خیلی خوب نیست ولی فقط نقطه ای رو جوش بزنید جا های قرمز ولی خوشا رو خشک میکنه تیر جوش هام وقتی بیرون پوسته این ضد جوش التهاب رو میشه گفت میبره ولی جوش های من کیستی و دکتر گفت پاسچول هستن و با سرم و نمیره و باید قرص بخورم ولی اگه جوش های سر سفید دارید و خیلی بزرگ نیستن و توی پوستتون نیست این ضد جوش عالیه,412,1865,0.4878640776699029,1,-1,-1,-0.0151266060218746,-5161120851.131374,10.872811372227535,0.418562297109178,6.221901263860028,0.5182391891740186,-0.026092218604481743,1,-5161120849.822901,0,4.837440385719104,1,0.3058137995774459,1,-1.2731907886072822,1,0.0988718018507556,1,5,1,طول متن غیرمعمول (412 کلمه)؛ تأیید چند مدل: Isolation، KNN، Ensemble، OneClassSVM، Autoencoder
